repl1_input,repl1_high,repl1_med,repl1_low,repl2_input,repl2_high,repl2_med,repl2_low
0,0,0,0,362,420,363,39
288,289,280,235,6,2,4,2
33,32,25,1,145,101,126,102
0,0,0,0,184,212,174,151
21,20,22,28,4,4,6,0
11,9,12,6,5,6,3,6
21,26,24,8,154,157,93,45
65,67,54,42,7,2,4,0
0,0,2,2,0,1,0,0
8,19,13,0,17,26,14,5
5,6,8,2,53,54,48,6
196,210,146,88,171,149,227,60
15,15,12,0,138,175,123,16
5,6,6,3,188,207,219,101
144,172,99,254,0,0,0,0
91,84,66,37,2,1,2,0
43,58,69,66,27,30,23,19
778,648,803,365,3,4,3,0
147,137,216,50,23,17,21,7
15,13,10,10,9,8,8,10
0,0,0,0,167,167,218,28
0,0,0,0,147,141,200,117
1,1,1,0,31,32,29,13
0,0,0,0,16,16,18,5
125,136,107,65,163,175,197,14
100,90,102,58,153,191,126,33
20,29,29,4,84,66,98,137
99,113,64,99,212,192,214,33
325,327,352,45,97,91,69,166
43,42,47,94,0,0,0,0
5,7,7,0,33,35,44,105
0,0,0,0,0,0,0,0
135,118,143,180,111,118,92,83
24,19,11,21,0,0,0,0
158,150,131,127,72,64,70,58
55,80,49,81,57,59,40,23
11,14,21,21,0,0,0,0
8,6,10,3,136,136,115,81
2,6,4,1,5,9,6,6
48,48,33,14,66,86,80,1
0,2,0,2,15,20,18,17
13,11,10,5,121,134,71,450
4,9,8,3,108,100,80,48
33,46,41,7,166,254,149,73
0,0,0,0,243,225,213,61
67,55,71,49,0,0,0,0
26,28,25,16,58,46,69,40
0,0,0,0,1,0,1,3
2,1,0,1,46,50,40,89
55,53,29,8,41,48,58,4
8,3,3,0,13,18,18,5
5,10,4,3,20,28,9,7
0,0,0,0,0,0,0,0
0,0,0,0,12,19,22,24
65,64,80,22,17,29,22,41
275,287,250,76,0,0,0,0
10,7,11,2,100,127,88,139
0,0,0,0,104,103,98,101
102,87,79,43,159,166,142,44
580,507,584,130,7,9,5,6
0,0,0,0,21,21,15,2
1,2,0,0,34,43,37,65
0,0,0,0,125,171,108,67
112,84,122,133,120,137,157,38
441,513,413,13,2,5,6,4
327,393,351,186,54,29,48,102
9,25,21,16,41,23,31,66
117,101,118,18,0,0,0,0
38,24,42,18,53,62,47,17
0,0,0,0,0,0,0,0
0,0,0,0,18,27,24,12
36,37,31,23,227,223,242,133
35,47,30,33,93,84,99,55
277,269,344,144,26,33,24,18
110,128,65,20,582,486,594,870
322,310,309,113,9,13,11,22
11,13,18,11,3,1,4,2
63,57,62,129,31,33,29,40
14,10,14,18,67,70,68,129
19,19,19,10,0,0,0,0
0,0,0,0,22,19,27,37
3,6,7,5,151,131,127,31
0,0,0,0,0,0,0,0
33,33,26,10,74,59,64,11
13,25,21,2,0,0,0,0
19,25,16,18,884,1043,805,272
119,130,117,37,198,253,124,34
179,165,177,346,0,0,0,0
1845,1871,1825,145,194,177,189,92
198,212,175,68,57,51,47,75
236,302,187,55,476,487,499,255
128,110,134,25,242,240,298,64
0,0,0,0,139,153,195,40
95,73,97,88,60,73,67,1
31,26,14,19,70,57,85,68
0,0,0,0,2,1,1,1
79,68,93,27,0,0,0,0
82,73,102,11,106,104,113,21
64,71,64,13,301,221,357,87
52,50,45,23,26,20,26,12
67,72,67,50,118,102,122,20
31,46,33,10,0,0,0,0
392,338,340,429,73,84,79,34
77,101,63,9,610,557,775,449
65,74,61,246,389,333,415,556
7,6,8,12,3,0,2,2
15,12,20,12,0,0,0,0
220,217,202,446,5,7,4,12
217,197,226,216,99,100,97,131
5,7,9,22,24,22,14,78
437,406,515,638,40,34,42,159
56,58,60,139,96,80,95,164
74,66,78,169,102,118,101,427
5,5,4,8,72,84,73,140
40,32,38,109,82,66,77,114
56,73,56,178,227,210,243,513
38,52,51,106,0,0,0,0
0,0,0,0,4,4,6,34
72,78,86,218,3,2,4,8
0,0,0,0,63,52,82,310
10,11,9,19,0,4,5,11
0,0,0,0,81,89,93,215
1,2,1,0,99,102,112,146
3,2,0,1,21,14,17,23
157,145,133,477,60,56,79,130
183,188,199,335,341,262,343,778
508,415,502,522,80,88,81,254
80,80,74,109,31,35,23,8
69,52,58,278,5,14,11,15
35,36,38,74,25,24,18,30
0,0,0,0,212,199,185,697
8,9,5,16,6,8,7,27
51,36,54,30,4,3,2,1
0,0,0,0,648,712,568,226
579,633,477,511,156,187,171,223
85,59,84,2,29,27,22,15
173,126,201,145,126,119,142,86
209,244,247,158,115,120,119,133
0,0,0,0,103,98,122,35
232,244,244,172,0,1,1,0
5,3,2,0,56,46,71,13
29,30,37,18,4,1,1,0
113,112,130,14,168,169,210,97
261,267,252,195,16,22,19,1
0,0,0,3,5,2,7,2
647,723,538,584,17,20,22,4
64,81,85,28,248,214,227,232
49,41,43,8,6,13,5,0
7,9,8,8,0,0,0,0
56,51,70,43,130,141,129,43
294,304,292,146,60,70,62,13
31,47,30,52,8,6,2,6
0,0,0,0,15,11,19,9
55,55,56,10,10,6,10,36
1,1,1,0,50,51,61,10
20,20,16,10,175,185,185,142
15,14,22,9,24,22,22,10
41,28,38,57,265,250,280,118
45,39,38,31,205,219,181,260
460,560,409,162,7,7,6,1
147,166,162,38,23,29,20,29
0,0,0,0,58,56,55,29
84,76,64,57,30,31,29,12
11,18,21,16,28,23,25,77
94,115,75,30,5,5,0,4
193,207,157,44,391,354,479,260
118,118,119,206,110,85,104,172
165,144,125,343,74,57,77,33
0,0,0,0,235,305,234,29
15,14,21,1,73,81,59,15
85,107,68,123,360,414,283,49
139,155,136,353,10,8,11,9
0,0,0,0,4,19,4,3
226,260,252,59,15,26,26,20
166,151,129,31,1153,1210,1295,162
172,222,228,233,59,51,49,5
1,1,1,2,4,6,2,0
400,352,435,121,16,40,31,2
26,35,35,10,15,25,22,5
37,44,22,26,28,42,33,51
136,123,168,93,7,10,13,2
85,104,100,75,50,46,32,42
244,188,278,314,79,66,120,64
219,217,255,69,246,259,269,47
0,0,0,0,1,1,2,0
84,78,89,20,389,359,341,329
0,1,1,0,10,9,7,2
87,66,100,79,53,28,37,23
8,11,15,7,152,193,133,120
583,482,655,229,131,138,131,43
329,282,381,288,99,120,131,123
11,7,3,16,0,0,0,0
326,368,342,372,50,49,49,6
8,10,7,2,351,300,361,259
3,7,3,3,176,151,218,306
167,181,185,90,143,123,153,191
230,229,190,93,6,2,2,0
429,426,405,129,246,256,256,321
15,24,20,8,257,238,309,52
466,449,513,230,0,0,0,0
231,242,225,126,87,92,71,30
78,91,90,119,322,416,292,38
235,228,251,556,36,41,23,4
16,10,12,7,157,169,115,13
122,146,78,14,78,85,85,61
225,219,182,6,75,68,86,2
0,0,0,0,27,31,27,1
23,19,21,1,12,10,8,13
249,218,295,99,8,14,9,5
178,156,179,65,39,47,48,2
39,36,50,25,91,68,102,86
13,7,23,4,61,58,56,17
48,50,31,14,40,30,40,4
0,0,0,0,136,152,105,97
233,247,259,145,95,151,116,15
53,62,59,8,47,40,51,19
53,58,58,45,357,300,325,413
14,13,11,0,8,10,9,5
162,177,147,71,21,26,37,25
4,3,1,3,60,69,76,34
68,83,84,51,138,123,121,45
95,76,121,21,48,30,39,31
0,0,0,0,0,0,0,0
0,0,0,0,59,46,48,48
6,8,7,2,6,10,10,2
18,18,11,4,232,293,187,137
619,589,634,638,63,80,70,18
51,40,35,52,46,51,38,8
411,390,364,295,2,6,1,1
55,62,75,28,0,0,0,0
1,1,1,1,0,0,0,0
15,22,21,13,40,40,42,37
330,325,341,42,181,167,184,11
79,87,110,14,223,257,206,303
0,0,0,0,23,24,17,18
64,70,61,123,57,63,54,16
0,0,0,0,136,142,123,59
516,501,555,357,42,53,60,36
7,8,12,4,13,24,19,7
180,158,164,90,7,20,9,9
26,30,41,30,211,224,181,70
0,0,0,0,14,19,23,2
102,99,99,11,5,9,7,2
10,10,16,4,79,78,58,34
327,304,316,150,159,145,125,285
8,11,11,14,187,176,145,167
6,5,10,5,46,49,37,12
59,51,59,6,86,79,90,57
177,191,154,125,230,192,269,14
0,0,0,0,17,26,22,2
90,94,76,169,53,65,66,14
198,169,241,23,58,78,55,20
74,70,49,8,115,114,130,150
49,44,58,73,597,464,685,319
181,151,239,132,48,37,60,13
297,351,323,429,123,128,123,105
247,284,263,64,23,46,32,16
0,0,0,0,2,2,4,1
334,274,336,312,194,221,192,131
2,3,2,1,61,53,53,14
8,5,4,0,109,109,105,57
406,330,445,326,23,23,33,0
139,130,147,2,2,2,1,3
91,85,118,6,0,0,0,0
183,215,153,284,1,2,2,1
8,3,8,5,20,24,18,6
20,17,12,15,258,213,263,359
28,38,16,20,22,20,36,56
8,8,8,1,122,132,122,40
81,82,70,13,1,2,1,0
41,46,43,13,0,0,0,0
201,220,220,137,174,165,147,103
85,114,86,71,0,0,0,0
57,70,63,18,167,154,153,154
15,29,17,7,13,17,21,4
28,45,35,13,1,3,4,2
467,529,516,141,154,154,173,34
47,41,48,32,91,85,107,52
2,3,0,3,4,3,1,0
6,4,0,18,6,8,13,5
82,56,103,17,32,28,32,7
0,5,3,4,423,382,422,38
127,148,138,97,28,43,38,39
115,112,110,54,56,40,50,31
2,0,1,0,21,16,24,37
78,69,40,18,125,106,113,8
114,113,113,141,114,130,66,53
89,85,124,30,200,192,230,273
31,29,20,7,591,583,717,143
63,72,68,149,403,377,434,121
146,143,169,111,21,14,29,12
598,660,559,191,27,19,25,8
582,643,548,143,16,13,15,32
9,8,8,4,171,153,155,126
27,31,36,13,342,326,310,521
14,11,12,5,0,0,0,0
97,88,120,12,288,323,226,34
57,68,52,106,131,141,122,21
44,48,45,36,54,45,59,36
86,77,85,60,57,48,56,21
40,40,37,68,181,200,134,211
508,504,523,65,0,0,0,0
8,6,6,0,75,65,82,24
46,45,31,4,133,129,186,46
56,82,61,69,0,0,0,0
171,211,176,144,103,131,114,81
51,45,52,19,2,0,2,0
113,119,107,15,216,261,222,88
64,75,71,88,26,26,35,7
0,1,1,0,46,55,53,68
186,188,209,55,0,0,0,0
0,0,0,0,160,227,168,66
338,397,290,170,11,18,16,31
31,39,27,37,175,161,182,130
53,37,59,81,5,7,2,0
115,107,102,30,780,736,956,460
115,85,148,86,53,52,48,12
69,54,77,68,39,43,38,89
201,177,175,131,3,3,5,2
33,43,53,8,155,162,151,152
328,361,286,28,3,7,3,1
32,39,25,5,343,361,283,325
89,96,71,22,158,122,146,39
2,1,2,2,120,103,92,44
36,36,44,10,6,5,13,8
47,53,61,53,10,9,12,9
208,190,228,299,87,100,109,37
24,19,17,2,25,19,13,35
77,61,93,29,17,17,13,8
14,12,13,6,128,143,169,106
426,413,431,131,19,24,20,29
89,102,93,23,126,129,124,53
2,6,0,6,0,0,0,0
8,6,8,9,7,5,6,3
9,5,12,6,78,87,97,35
121,113,127,15,328,291,306,880
162,160,175,142,351,326,329,288
38,42,28,7,0,0,0,0
91,101,87,21,142,142,175,19
48,51,67,22,113,125,115,21
193,183,202,5,30,20,27,22
7,14,6,8,77,74,83,136
52,61,40,19,4,2,2,2
0,1,2,0,14,20,24,10
23,16,16,10,43,64,47,30
114,83,142,64,164,162,168,1
0,0,0,0,0,0,0,0
257,320,245,97,124,129,136,123
33,33,33,12,103,107,85,40
36,34,30,52,67,78,55,27
0,0,0,0,189,176,206,35
3,0,3,0,0,0,0,0
201,244,148,33,152,177,159,55
85,89,95,187,50,60,45,58
0,1,0,1,26,37,21,33
16,16,14,35,0,0,0,0
105,110,98,3,5,7,3,3
78,72,50,18,0,0,0,0
15,16,12,16,76,74,96,11
3,5,3,1,29,45,31,7
261,203,253,57,75,69,80,134
30,26,46,5,40,27,32,12
0,0,0,0,506,481,584,100
702,682,918,700,68,70,68,34
230,299,206,160,26,29,27,10
2,4,5,6,1,2,2,2
198,183,204,80,136,119,122,106
134,158,145,120,165,147,166,128
0,0,0,0,214,247,212,84
87,127,84,22,8,7,13,1
479,407,503,237,92,108,89,49
108,86,99,133,165,190,171,61
4,2,6,0,803,711,913,123
4,2,1,2,2,3,4,4
155,162,207,38,315,361,279,86
20,34,33,9,136,106,146,47
187,170,188,43,287,317,243,57
194,159,299,69,140,144,136,172
0,0,0,0,193,153,227,370
42,44,63,18,6,7,7,18
243,249,183,137,122,118,144,66
174,168,189,20,107,64,85,57
50,65,53,79,77,90,64,25
186,193,160,44,7,14,5,7
191,170,207,278,26,31,31,48
13,15,18,1,175,176,211,212
140,107,123,100,57,66,56,9
73,69,85,21,135,172,146,32
21,26,27,9,557,649,550,123
112,87,108,31,175,189,186,45
10,14,16,12,36,26,31,37
3,7,4,3,144,138,138,78
86,104,92,61,44,51,44,93
0,0,0,0,339,323,392,71
181,222,171,243,230,226,223,149
8,6,8,1,14,20,24,1
0,0,0,0,47,44,32,15
122,106,104,177,57,51,34,27
212,228,212,337,173,164,213,22
90,77,60,38,259,201,260,49
7,14,10,5,26,31,32,40
264,262,237,275,85,101,85,41
66,88,73,32,239,228,254,13
22,21,14,21,271,307,254,118
5,4,2,1,417,351,430,473
46,41,59,5,588,696,483,474
58,39,73,26,47,48,53,37
7,8,3,7,238,270,291,152
107,161,115,105,297,337,241,21
249,256,241,252,516,539,541,244
6,14,16,1,18,8,15,6
1,2,0,0,219,176,312,155
67,58,80,49,19,15,22,12
0,2,2,0,21,23,28,10
7,11,3,2,1,0,0,0
68,56,77,140,96,87,77,65
421,335,482,205,1,2,3,0
11,9,6,9,194,162,233,52
146,144,131,70,193,200,197,174
41,31,42,14,32,32,24,11
327,300,355,202,89,103,112,183
53,60,76,56,90,82,97,8
151,149,138,23,3,3,3,0
221,220,261,328,30,26,37,2
48,48,44,16,137,97,156,35
33,30,35,15,163,146,151,96
349,328,325,296,2,2,4,4
158,181,143,83,0,0,0,0
142,174,136,6,110,94,133,30
22,13,22,21,300,347,323,97
0,0,0,0,226,249,234,41
58,78,48,32,159,162,143,168
152,169,134,64,143,133,169,40
26,26,26,1,320,298,349,140
55,52,49,22,34,43,35,10
38,32,29,60,500,508,407,116
50,45,56,1,384,442,340,70
0,0,0,0,0,0,0,0
71,66,71,33,0,0,0,0
13,12,8,2,121,100,105,81
118,114,122,85,60,62,70,56
192,191,243,59,35,36,31,11
0,0,0,0,3,3,5,0
247,250,237,613,0,0,0,0
97,124,82,137,101,110,76,36
85,87,87,280,45,38,51,48
9,15,18,29,2,5,5,3
15,27,14,42,71,75,62,11
114,109,119,61,201,193,219,45
107,94,130,201,0,0,0,0
53,55,58,45,20,24,17,6
48,32,44,44,13,9,9,4
106,121,97,34,189,198,250,41
0,0,0,0,30,42,29,18
42,38,57,50,74,45,76,140
199,255,168,29,489,549,488,787
72,50,62,79,7,4,4,15
80,77,100,94,123,115,140,8
205,143,215,452,286,278,287,429
4,5,5,0,7,8,6,7
94,83,79,7,126,132,135,43
421,487,504,210,0,0,0,0
194,187,220,208,190,177,174,89
334,415,273,60,26,29,41,23
0,0,0,0,10,11,19,2
31,29,26,33,0,0,0,0
216,229,245,99,197,196,139,105
251,273,212,306,70,70,47,127
27,26,39,17,27,27,22,51
94,116,100,77,205,216,192,84
28,23,15,16,0,0,0,0
26,40,27,2,363,338,318,167
0,0,0,0,6,5,14,15
3,3,2,3,171,145,210,24
144,146,174,126,170,191,162,76
0,0,0,0,0,0,0,0
395,408,423,240,0,0,0,0
36,40,43,17,22,24,18,2
257,249,228,431,85,71,88,142
286,277,273,189,32,51,30,43
360,399,333,135,47,42,35,20
7,2,10,12,1,2,5,0
208,227,288,154,30,57,32,49
84,87,98,13,295,352,231,277
0,0,0,0,6,4,10,11
89,91,99,38,65,75,107,27
5,5,7,5,75,78,60,174
42,59,28,65,300,235,332,454
153,123,168,145,125,113,90,218
28,21,29,9,114,135,91,45
43,58,38,12,429,349,448,81
86,102,58,66,1,0,0,3
4,3,2,0,40,59,49,70
54,54,46,54,15,16,9,14
1153,1026,1195,576,5,2,4,0
0,2,0,0,205,187,264,244
0,0,0,0,199,211,163,267
80,67,84,129,37,19,41,38
32,43,39,15,38,39,36,8
517,548,497,210,0,0,0,0
1,2,1,0,37,20,32,24
207,189,268,41,0,0,0,0
256,239,222,119,63,74,89,66
81,96,119,96,0,0,0,0
0,0,0,0,22,29,21,15
1,3,2,0,2,0,0,0
115,109,102,209,4,2,4,0
17,14,17,6,113,95,127,99
178,175,180,123,63,53,53,37
24,35,19,12,95,55,99,117
158,227,164,237,0,0,0,0
13,5,10,6,20,10,17,6
59,67,75,53,261,250,236,660
0,0,0,0,53,44,47,30
8,7,5,3,5,9,10,2
121,100,151,28,99,70,103,102
66,85,72,87,1,3,3,3
3,3,3,1,0,0,0,0
258,252,244,158,0,0,0,0
35,28,27,0,108,112,125,133
0,0,0,0,11,13,11,7
31,28,34,19,0,0,0,0
0,0,0,0,4,1,1,0
142,178,114,210,0,0,0,0
113,63,95,166,214,215,222,65
42,41,48,39,10,8,7,4
522,486,566,324,24,27,25,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
17,16,17,9,12,7,5,4
81,96,85,43,25,27,20,3
0,0,0,0,4,6,13,2
227,230,210,87,55,51,77,167
112,102,84,32,0,0,0,0
195,193,182,215,1039,1137,956,248
31,33,43,4,126,111,102,49
0,0,0,0,75,66,78,14
161,132,171,119,10,12,13,7
648,645,732,37,510,445,514,401
8,7,8,8,0,0,0,0
166,153,171,40,278,263,359,82
162,144,145,70,9,7,7,4
185,186,191,139,41,35,30,76
221,195,305,64,73,92,64,81
44,47,59,55,0,0,0,0
337,308,343,228,181,157,177,120
372,371,347,316,12,13,11,3
265,260,247,185,19,19,21,10
90,108,105,117,4,9,9,8
347,319,394,261,0,0,0,2
31,33,24,0,18,14,15,4
6,5,4,1,18,38,21,6
33,30,29,14,0,0,0,0
171,110,147,192,5,8,4,3
0,0,0,0,7,2,3,2
0,0,0,0,112,101,125,43
0,0,0,0,80,62,82,14
419,512,336,208,48,44,41,17
146,120,156,60,90,110,88,47
0,0,0,0,108,114,107,34
12,13,24,4,6,5,3,6
41,38,57,7,63,74,45,9
382,374,381,249,14,17,19,3
52,54,49,41,20,8,21,6
0,0,0,0,174,159,193,303
98,87,108,60,83,82,85,92
29,24,30,36,333,368,231,262
115,145,91,62,186,194,198,35
25,21,32,9,0,0,0,0
0,0,0,0,298,294,281,27
65,61,58,121,0,0,0,0
78,105,90,17,13,10,23,5
84,96,87,119,0,0,0,0
115,96,144,211,155,128,137,352
17,25,25,14,1,3,2,0
57,50,70,25,88,80,79,15
1,0,1,0,131,134,152,83
39,34,33,49,173,193,166,194
15,29,20,6,0,0,0,0
48,64,49,101,180,186,198,11
413,494,350,548,11,12,11,5
80,100,76,24,34,45,32,16
167,177,192,58,4,7,2,5
0,0,0,0,15,11,8,21
6,6,8,1,43,52,65,49
50,38,39,27,28,45,29,1
40,48,42,13,2,1,1,1
73,65,70,3,94,101,113,58
197,199,176,102,106,115,146,71
37,36,41,13,17,17,11,3
18,14,6,24,25,12,30,12
46,43,39,6,101,112,91,69
96,88,111,75,237,230,280,123
158,121,141,117,86,103,107,52
177,162,224,71,132,146,131,95
159,152,160,34,5,5,5,0
130,131,95,24,0,0,0,0
140,118,137,58,131,105,134,13
55,57,41,71,14,18,13,8
50,60,56,33,335,278,369,460
82,83,69,125,119,88,121,73
30,33,19,1,80,76,97,9
31,23,21,18,19,17,26,1
72,96,83,86,624,574,670,270
0,0,0,0,118,118,102,48
47,34,52,9,169,208,180,20
233,179,270,78,0,0,0,0
81,80,68,70,14,9,11,38
82,65,61,44,3,1,7,2
46,35,52,25,52,64,34,20
0,1,1,0,138,134,155,153
154,152,182,87,108,75,99,55
29,44,46,34,73,73,39,14
5,3,6,1,436,453,405,390
7,10,7,8,30,35,32,7
71,46,81,74,191,173,204,509
29,39,36,11,16,6,12,3
17,23,19,9,31,31,37,53
52,53,44,23,7,7,4,2
35,42,36,1,169,185,143,19
0,0,0,0,46,42,47,9
37,41,32,7,0,0,0,0
257,241,272,34,111,112,109,36
97,88,83,114,8,16,12,11
16,20,13,3,48,46,38,8
73,82,76,92,238,290,179,115
116,109,132,244,33,35,35,15
7,9,3,4,0,0,0,0
4,5,4,5,21,19,24,55
631,474,830,617,18,10,9,32
307,320,252,214,99,84,104,10
175,202,175,213,5,5,3,2
52,57,61,39,328,355,328,134
0,0,0,0,0,0,0,0
322,338,355,29,288,207,360,44
38,31,34,30,82,60,73,86
563,562,574,376,94,81,114,52
123,166,110,26,90,112,102,2
1,2,1,1,119,118,118,17
97,99,66,78,96,149,95,32
496,580,457,145,79,94,68,67
108,98,77,120,4,3,4,2
248,235,226,59,40,31,30,13
20,21,16,20,44,32,52,38
0,0,0,0,21,18,7,0
114,131,104,54,82,111,92,113
14,15,12,21,0,0,0,0
30,43,40,6,18,21,30,12
0,0,0,0,11,3,10,0
50,39,35,57,190,226,235,61
161,118,193,66,78,66,96,15
24,28,26,13,24,34,36,26
604,665,654,404,0,0,0,0
118,115,112,44,46,28,53,33
119,146,108,68,3,2,2,0
103,118,78,70,115,121,153,49
38,57,42,14,164,160,154,91
0,0,0,0,48,38,48,1
63,43,69,18,262,243,240,63
157,153,143,32,231,281,206,95
0,0,0,0,116,110,116,85
350,296,376,240,205,213,211,390
54,55,69,37,188,147,176,60
320,352,345,13,22,33,29,83
45,39,36,56,414,480,326,220
27,17,28,17,137,131,147,201
124,126,133,16,0,0,0,0
73,66,60,28,8,7,18,7
35,34,30,6,5,2,5,1
215,216,228,28,215,189,259,696
0,0,0,0,162,205,170,25
64,56,41,38,152,176,187,50
29,32,29,19,27,25,34,17
441,481,454,564,10,9,13,3
60,60,69,69,370,447,377,71
253,256,223,247,8,4,3,0
141,154,102,15,85,79,90,90
124,161,134,86,43,41,46,11
107,78,114,119,214,174,230,23
81,86,68,2,24,20,12,8
122,124,107,176,24,26,19,20
3,6,5,0,117,127,116,56
80,92,127,14,278,310,278,133
87,100,76,37,0,0,0,0
0,4,2,1,1,1,0,3
0,0,0,0,89,94,98,143
7,9,9,2,0,0,0,0
393,338,379,617,229,186,278,118
0,0,0,0,1,3,4,1
78,95,72,3,160,160,136,111
136,160,168,18,0,0,0,0
31,28,34,7,0,0,0,0
24,18,17,18,8,10,8,9
240,264,228,307,136,100,123,56
140,129,162,79,125,135,92,167
25,24,16,6,14,12,18,10
190,152,161,67,34,42,32,1
244,231,175,489,86,75,83,46
80,93,67,39,67,64,59,21
84,88,83,63,475,433,536,118
130,172,149,16,0,0,0,0
17,10,21,16,69,71,67,107
58,79,53,56,231,218,264,91
158,196,163,54,0,0,0,0
228,254,179,237,220,187,236,246
5,6,7,3,7,4,8,5
0,0,0,0,90,87,97,82
54,61,68,63,72,56,71,19
27,27,35,8,52,40,50,117
27,35,39,13,192,208,209,251
14,5,9,7,43,26,32,38
9,10,8,17,162,178,166,128
49,61,54,73,29,29,33,18
88,73,90,98,51,62,51,34
158,131,158,124,93,110,98,39
0,0,0,0,125,173,145,2
56,51,44,17,298,281,266,144
0,0,0,0,18,26,21,28
16,20,11,13,91,94,86,22
112,135,100,151,128,150,112,177
25,16,26,4,6,14,5,10
10,9,12,10,79,80,88,50
58,50,44,103,0,0,0,0
10,9,3,0,64,84,55,36
14,10,13,13,59,72,84,21
14,23,28,16,0,0,0,0
1,1,0,1,34,31,35,5
142,109,159,359,131,162,163,7
146,176,209,150,8,7,4,1
97,110,98,13,83,93,79,39
146,96,149,98,183,200,131,34
9,6,5,5,0,0,0,0
85,73,65,181,14,11,8,6
390,432,360,148,471,410,473,260
62,36,66,53,0,0,0,0
225,233,251,316,172,212,178,15
11,15,11,5,24,16,29,11
0,0,0,1,51,29,45,33
277,274,305,164,17,26,18,15
1,0,2,1,81,94,81,10
24,26,25,18,50,65,47,33
0,0,0,0,191,153,251,237
73,65,83,24,24,19,19,8
109,96,102,151,122,94,169,74
40,36,33,5,38,47,35,9
0,0,0,0,1,3,3,2
214,267,158,40,0,0,0,0
378,371,371,315,156,158,161,76
111,95,120,45,125,155,105,55
115,132,122,50,31,41,40,40
0,0,0,0,103,116,99,82
10,17,8,4,1,0,3,2
12,19,23,4,100,89,96,44
107,134,97,67,20,19,29,1
60,60,68,75,88,97,102,44
70,81,71,107,0,2,1,1
21,21,34,26,27,13,35,26
541,566,500,26,0,0,1,1
61,49,76,80,43,42,43,58
33,38,36,16,28,31,23,9
162,181,149,265,16,16,18,10
280,239,313,141,0,0,0,0
2,2,2,0,16,11,11,1
6,14,4,14,180,186,177,114
39,45,37,34,67,77,80,114
49,91,57,8,0,1,0,0
164,194,157,66,213,187,221,55
91,75,76,71,0,0,0,0
237,253,213,48,6,7,12,1
12,15,17,10,23,12,15,1
12,12,14,6,23,26,33,29
208,201,222,35,19,21,30,5
134,145,114,43,32,38,47,4
31,19,29,1,30,21,22,16
5,3,4,9,49,44,44,22
0,0,0,0,17,17,8,36
346,422,331,88,171,157,201,311
6,4,4,7,3,5,2,2
72,89,78,9,51,36,47,11
335,358,301,248,0,0,0,0
0,0,0,0,378,294,440,94
80,79,97,17,40,30,35,36
202,180,220,121,51,65,65,77
0,0,0,0,56,45,42,35
47,67,59,28,22,21,25,12
24,14,16,1,28,49,36,10
253,273,216,41,4,8,8,10
26,31,31,5,67,68,60,3
24,17,26,10,94,115,105,18
76,61,91,29,0,5,8,7
23,18,21,10,147,146,151,28
0,0,0,0,17,21,24,1
185,165,224,95,0,0,0,0
134,100,127,143,6,8,8,2
50,83,37,23,77,76,78,105
38,37,37,9,3,0,1,0
15,8,6,0,82,87,101,64
541,580,628,907,4,9,4,5
29,22,19,2,188,199,179,32
96,104,113,8,363,299,394,241
17,10,12,4,473,513,412,317
287,271,295,208,15,20,23,17
0,0,0,0,0,0,0,0
136,133,119,32,84,71,66,98
147,131,154,118,115,113,131,64
0,0,0,0,111,136,85,215
37,28,24,0,29,25,29,3
28,29,34,12,4,6,10,3
104,96,101,26,176,139,203,184
0,8,4,1,130,99,125,69
23,24,22,6,190,181,196,157
357,415,371,93,216,251,219,46
116,104,114,18,20,19,14,3
77,65,93,101,10,9,9,1
5,9,3,2,14,10,8,3
20,15,19,12,0,0,0,0
66,66,89,51,4,7,12,0
31,43,38,13,0,0,0,0
234,236,237,39,0,0,0,0
64,95,81,34,37,35,39,30
11,9,12,8,69,68,60,3
35,19,9,16,105,100,124,176
48,68,45,132,25,16,27,12
103,133,146,63,325,322,297,169
41,32,47,38,142,127,153,121
75,94,102,62,11,15,12,30
55,33,69,8,8,7,6,0
278,247,278,48,239,224,317,185
203,194,206,506,46,53,39,98
0,0,0,0,250,230,272,179
2,0,2,1,28,43,31,19
14,24,17,20,26,22,44,18
83,71,84,31,0,0,0,0
0,0,0,0,16,12,6,9
0,0,0,0,69,79,66,63
0,0,0,0,0,0,0,0
15,12,22,26,180,152,171,99
35,39,33,21,649,647,728,193
76,56,62,271,3,2,3,5
0,3,0,11,2,4,4,12
0,0,0,0,58,56,45,108
18,12,19,27,0,0,0,0
1,1,1,5,0,0,0,0
213,236,190,480,24,23,22,39
0,0,0,0,9,5,4,7
299,260,288,214,136,96,133,137
284,264,298,738,66,67,74,125
44,36,49,80,135,126,130,172
107,114,101,173,34,46,44,87
210,241,171,374,215,226,182,320
196,150,201,556,4,1,3,4
76,86,60,130,0,0,0,0
304,249,341,610,79,46,66,171
0,0,0,0,17,16,16,27
9,9,9,30,29,29,20,37
14,8,10,27,19,14,14,17
90,81,65,105,167,166,142,202
130,98,99,323,20,26,20,31
35,28,35,41,78,77,72,235
0,0,0,0,0,0,0,0
43,51,39,60,30,18,20,30
49,57,47,162,43,42,51,90
2,2,2,11,34,31,25,43
106,89,103,182,153,146,177,191
0,0,0,0,129,138,126,288
53,52,45,169,25,20,19,38
304,339,257,380,1,1,0,2
11,15,16,36,43,28,31,42
127,97,199,181,247,263,181,391
1,1,2,3,101,121,118,240
89,110,107,262,6,6,6,4
